target,initiator,asset,amount,premium,referralCode,blockNumber,txHash
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xf57d762b6eCe30242c4A2a1c022ed155eD5FbA83,0xdAC17F958D2ee523a2206206994597C13D831ec7,65000000000,58500000,0,14266556,0x7f735339ab50d79612dd1fd13b948e5e3fa591ebbe2ba53b31cecf8e0ed6209d
0xAD4B61F5bce7841e0c5DeA42F8F00A17e95bFd9A,0xAD4B61F5bce7841e0c5DeA42F8F00A17e95bFd9A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3351958752,3016762,0,14266564,0x93bb5127a86c909ab215b35ce94eaab703515782d7934b2d1cea4427941ffe46
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x9AFfe964574192aAb6DA32aceC63D79b3671bE4b,0xdAC17F958D2ee523a2206206994597C13D831ec7,40000000000,36000000,0,14266564,0x617475331441851f91110278220dd5305a27c0f7ae0889e5f62603fc1f0ee249
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x5242DF4AA2c1d29E39c03FD2208C068309BF670A,0xdAC17F958D2ee523a2206206994597C13D831ec7,115000000000,103500000,0,14266565,0x4e0d4df844f2ac284f69c3153bd86e0a543756e5db93017ef4ea20fd7c6f9612
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0xeA925bC8EbddCA6Cf6968DEC567D88c71582D168,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,76550488239333119299,68895439415399807,64,14266575,0x1781af85300c0559dc41f207fff89fc8971214106dd6468b40cc87e6935dd514
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xC71F2A44b47ab39071909766d01535Ce12E96b19,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000,90000000,0,14266579,0x7a60c925eadea4ac2a06a893fe46fa9205f8d44a5f931730cb9196599eeaa83a
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0x73E5B897E2c0Dd66Cd9aad1f876B7C9A15f7D797,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,14754385,13278,64,14266585,0xb0ca912b4693f3a33826b548f5daf9703534f7832393da72cffd155edb38c88f
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xC71F2A44b47ab39071909766d01535Ce12E96b19,0x6B175474E89094C44Da98b954EedeAC495271d0F,100000000000000000000000,90000000000000000000,0,14266590,0x46878c515e6c2f7df0a46b8f6018ed4be0f53c14c3eecada8d37a3789d5e23ad
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xf37680F16B92747eE8537A7e2CCb0E51A7C52A64,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12000000000,10800000,0,14266634,0xc18fcccf8efc52984f61037ac5971a4170c4f3b9cf00555f75049cd7dc1b80b2
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0x7b9E4a07746e197b947a0348c44Bd4037dDc5dE3,0x1494CA1F11D487c2bBe4543E90080AeBa4BA3C2b,84554896635266420537,76099406971739778,64,14266641,0x27e77d082d1c4ee590afba8b4b4e8c1a71789eb048a5ae89c0d4e0656e585df8
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x6a5b9295CfC23FB475d53b6BE5641a31a350fAc5,0xdAC17F958D2ee523a2206206994597C13D831ec7,44584350366,40125915,0,14266643,0xc4df0170c1d691c3bf5828b86769a55723f18ee08f8196ed04d179863960b884
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x9371a03a0F8343C34218F4130640081Da75C4689,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5000000000,4500000,0,14266661,0x69f0e52eea8ea966049555566c868bded3c15aab9759a567fdb9705d969450de
0x8adE2816339700fde684e11c4c578123B3A8f765,0x8adE2816339700fde684e11c4c578123B3A8f765,0x6B175474E89094C44Da98b954EedeAC495271d0F,5433928263112989864430,4890535436801690877,0,14266676,0x0e93d0197311fa14e70431c878d356a96179d5618f882455471d5d74d2e2858c
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x45Fb8dE238678Ff6DF85342391B8c9D1877A88E0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2600000000,2340000,0,14266696,0x54c8a349f555cd13d8762955844346b20270c50c0ec853d635938923ada506ed
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xaB80eD04e41619C3BC9568068C497632b4F155C7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4000000000,3600000,0,14266790,0x991dca42e31588f94f2b9c22ef94f4756926859001f223c4f558d6cc3291ab95
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x1166E2ae5E889e8baa175203564E855E4264764b,0xdAC17F958D2ee523a2206206994597C13D831ec7,40000000000,36000000,0,14266809,0xbbf74f2ecbe443a3c8aa0ecc70d4d95bdc37957b5e1b5a94f2766d980fac93c7
0x135896DE8421be2ec868E0b811006171D9df802A,0x59E17730F2a0373A45048161DFa04D4265992567,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,134439391524489370000,120995452372040433,0,14266835,0x04c7a2509bcffe2cb04ef3aa49caa3058eaaf6271af04d318f16649964a98ff3
0x135896DE8421be2ec868E0b811006171D9df802A,0xFA6Ab4eA58C2eb97BAE4433eE614Cf3B7794e307,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,103769802949941990000,93392822654947791,0,14266841,0x8ff1330499ab8276d863259c08d919e30f2cb51274a6f5d31c44acc4caf1c43c
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x0F2a924b46E9050F89a391017310a38794624343,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5197118050,4677406,0,14266862,0xd760fb3c699814a9ad5ebdbf38c01b146d522f5bbe2f81d96280f14e98e90ad7
0x135896DE8421be2ec868E0b811006171D9df802A,0xA3edae9a1FEe5CB742404ADD3836E8Eaed3dBbDb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,38030356110256650000,34227320499230985,0,14266911,0x6e93ad9974fe834e9b0d0b16869d194d5e00513f6f50cd1b5902885512a2467f
0x135896DE8421be2ec868E0b811006171D9df802A,0x203b88ddfEBcbE1135383D6961438069e5BC8D33,0x514910771AF9Ca656af840dff83E8264EcF986CA,6589131922980611000000,5930218730682549900,0,14266913,0xa22fef1ab65e07b7da0acce2863bb32d137c1c05a513ca0e24daa355ab615db6
0x135896DE8421be2ec868E0b811006171D9df802A,0x1fbF4789Ac39De79936cCC29FA6789Db6848a275,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,45640774028156486000,41076696625340837,0,14266921,0x77c0e596dc1a718d1bcf5037676eee9da9ed23ad49941651ca1c831ff9e57846
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x5c2baE6477904B430a6B36Bf92467733B6cfe167,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,14734584492,13261126,0,14266933,0x9be1e05d2b4598295ddc40064f3727e31d3d89402cd649d882b54dfe84cad9a7
0x498E84899558545a0f6d4036BdB3a3842Cf9b6D0,0x498E84899558545a0f6d4036BdB3a3842Cf9b6D0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,476780853262,429102767,0,14266936,0x11258d1f98e040fef92d05f557ea7b6c934490e1eb61bf7b28e903cd7f355ed9
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x304Cb7C3a9A79D11fB6f12b7c7B6519060137288,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,123405959910,111065363,0,14266938,0x789ebdcaa0d8ce5b934e48adacf706fb53f09c620352b8c1f16d2ea078d969e9
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x3F6d04939D0E3da5F1DCb8CC07197A94569D1074,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,145000000000,130500000,0,14266939,0x204f0489df41076f2707c5a53079b86a3662f611d43fc122e33dd975f8a07813
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0xc09d86f59d25E24DF5D6168fE11bE9145D9aF709,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,25433092602227362462,22889783342004626,64,14266945,0x88ab11bbb942b01fe8b586cd6ae25347259f69b42c11bf0714528776a6deb957
0x8adE2816339700fde684e11c4c578123B3A8f765,0x8adE2816339700fde684e11c4c578123B3A8f765,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,68158972707,61343075,0,14266952,0x3ff785be7dd77f874fdeb5ff3d17a41ef20cedb7507c5988460a64d3ecfa6e74
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0xB5E0cEfA0e723007AbAAE2035B44dA49c06DB52d,0x514910771AF9Ca656af840dff83E8264EcF986CA,431752629682896537391,388577366714606883,64,14266952,0xbcb1c88783561f4e7b5eb598f2e0ead7613a50a44853ba1915f618d0669e047c
0x8adE2816339700fde684e11c4c578123B3A8f765,0x8adE2816339700fde684e11c4c578123B3A8f765,0xdAC17F958D2ee523a2206206994597C13D831ec7,10418441546,9376597,0,14266965,0x1cfdbecfe9a6c7f3631042fe9bf0c65a5c0804d4ab2b6a808c3137269a7688a7
0x135896DE8421be2ec868E0b811006171D9df802A,0xdCA393937B570007E5770446aB195f16F5bA03bF,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,88456910200,79611219,0,14266967,0x7c8e01382b21349f70fe2339b561896d82d7f5be03168bb4f9732868b335ff42
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xd484Cf72441A4f9CF00c464FA1646A8802d8E13C,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,50000000000,45000000,0,14266975,0x79aeca54e47b2efa2eb1efc9d7bf89517192f7ecfcf3bc800d03cfe6931544c6
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0xc09d86f59d25E24DF5D6168fE11bE9145D9aF709,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,23349508714184598465,21014557842766138,64,14266994,0xf464bcb8fc6d82a5f6055ecea098be73df356984e0a70183b5da2957eda069fb
0x8fD3CeBB492d04bD5170C76D508FAB85F36eEA26,0x8fD3CeBB492d04bD5170C76D508FAB85F36eEA26,0x6B175474E89094C44Da98b954EedeAC495271d0F,5427307954230381248512,4884577158807343123,0,14267005,0xe61fd07c32f065b578cc57c304a82fda0da5717d3d93f5e917e210e3496c17e6
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0x851E503ba980eA588177e3C3474D0e49bde112Ae,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,15763017524665696163,14186715772199126,64,14267039,0xedccf707bfa93d9de964ac07147238819360c9660174ddf4a35c1f699e547c69
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0x34b0F030fc16c9558280af945247d909BEca653e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,11292895388075879860,10163605849268291,64,14267041,0x57c54b73a38b7fbce7f030b2bebfdd635344e63852d81bc58c1aadbeb35ca557
0x689209519e78947d52b862748E059fAd1238D689,0x689209519e78947d52b862748E059fAd1238D689,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,250000000000000000000,225000000000000000,0,14267045,0xf2d3c110534630a35dc927e632307773bc560fc7b3b8b25780c434a1e50b4c5a
0x8fD3CeBB492d04bD5170C76D508FAB85F36eEA26,0x8fD3CeBB492d04bD5170C76D508FAB85F36eEA26,0x6B175474E89094C44Da98b954EedeAC495271d0F,3753545764649053978624,3378191188184148580,0,14267056,0x27f910aefad2821d5da3ab0079f176a65dd9bfd0966852ff6652eedd4f003440
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xD68C1935a46B78002E32691A851C65b75E42b1a0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12133229217,10919906,0,14267068,0xaf4c81dfc89259da125027d712e0ca711496af9060092752ff52f3fe32a04b0e
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x9bF776c51f8E345e4B024F47cf1b28FE38073F25,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,7000000000,6300000,0,14267077,0x0230fddae6754390104a60defb6a21cf4ff55bfc3ad9d9455995f103bc02256d
0x135896DE8421be2ec868E0b811006171D9df802A,0x1fbF4789Ac39De79936cCC29FA6789Db6848a275,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,106212642378,95591378,0,14267153,0xfe27b20ae355c5c965e97820bf399e36b1939e4d49912f655025a106e86dcb51
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xeBf7c7932D86907C3BC1Bd6d486308637a8264A3,0xdAC17F958D2ee523a2206206994597C13D831ec7,4150000000,3735000,0,14267166,0xf4937e3f9c4f5814a188e93c9def63d2c0575ea4e727b57b28618eb9688f4992
0x135896DE8421be2ec868E0b811006171D9df802A,0x4b324D4874e1E2A806b2305602FB181c392Cf885,0x514910771AF9Ca656af840dff83E8264EcF986CA,12901092573777750000000,11610983316399975000,0,14267192,0x4e835bf76dc89fae34b4462c8b16c9b8864eb75dbc21d3c8b7a92656ccd068fd
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xe3f8276E5e1012dA6dD186b82995D22CC662DA49,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2153653131845109300,1938287818660598,0,14267211,0xf84d69e23a42f0e50af3e821b1ffd31a7fc6036bc7c941bcd37869e25a2a74e9
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xa13A4d4EE81f793941C175bC24A2346849CFe3E4,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,45154584721,40639126,0,14267212,0x243c9d0ff9dbf4c12fe6d04dd8e3c53ab709fd0b5bd884cf6248b17585354d7b
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0x8eD13F999f6d09507EF4e595B0ffa237C8bCfDF2,0x514910771AF9Ca656af840dff83E8264EcF986CA,1158712838839944123213,1042841554955949710,64,14267230,0x10e620523b1a49e1d62e06698fdd286dace49f685cfb8e9b14c620f337894ed0
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x6C0C260F63273a73d4d0852079099B453Ac3A8c5,0xdAC17F958D2ee523a2206206994597C13D831ec7,8500000000,7650000,0,14267241,0x1f8536c2edc17df127afdd00e9678329ecf6f3d0e8899f87cb37a75df5983a94
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xb078ef9C6f5e4E2a31a6B0229012D9bF44c49c3A,0xdAC17F958D2ee523a2206206994597C13D831ec7,20000000000,18000000,0,14267257,0xa8da102860242a7697b248b3247065e1f80bab18f16582abd7784b938c3e8cca
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x75FDDB59172F2ba8567b077533774C7108f601Fc,0xdAC17F958D2ee523a2206206994597C13D831ec7,148000000000,133200000,0,14267288,0x1dc7cc064dbcd9ebbcb76923f6dcaa2e24c0633d37225d58af721a95b278a955
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x1845b445b63D55868A456e2b3881B9E73CC2f25E,0xdAC17F958D2ee523a2206206994597C13D831ec7,8000000000,7200000,0,14267293,0x33f33c6e1a6d9d5e9a334e7140597aa4269024cf11e527d272fdba5b0c2bed5b
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x75FDDB59172F2ba8567b077533774C7108f601Fc,0xdAC17F958D2ee523a2206206994597C13D831ec7,101663104055,91496793,0,14267297,0xccfd09413e3982c2b8e126a8c71092f6f1c61096a7f753814a41b9b014d3a13a
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x85d2cc6e3C3fd8BD6ac259f8EeA25698bd6E8704,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5000000000,4500000,0,14267305,0xbab8772c5bcf65964c3db97b6daad466396c99f5dd6c29133aec0e3b6a6ae5f2
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xEcd540e4720B8AADBb330F73aa285b46E376a34A,0xdAC17F958D2ee523a2206206994597C13D831ec7,8000000000,7200000,0,14267309,0x51aa8a9e35fef5d455cb0efbe7713477edc56cdfd6368559d0d92de6c20e8f6d
0x135896DE8421be2ec868E0b811006171D9df802A,0x59385629E6A19929804076953d5C0F6C74f0Ae8F,0x6B175474E89094C44Da98b954EedeAC495271d0F,3200000000000000000000,2880000000000000000,0,14267343,0xc18737a2214e4aeb531762665087205a8e32fb09b0f1f0a68e4d9cb4201634c2
0x135896DE8421be2ec868E0b811006171D9df802A,0x0FED94bA4F477AE9cDDF413a4b16f6e63405d043,0x514910771AF9Ca656af840dff83E8264EcF986CA,26082959726388470000000,23474663753749623000,0,14267358,0xe00422efac24ea3d91ac55069f5d8953b43842165bfd3badfe3bf6d2ed887a8f
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xd67cCe92218517B4963eE843B3a454d382691F6e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,31500000000,28350000,0,14267369,0xacb4bb0a3cf48b0b0711df68a7759311f5b53d80d29aa4971a41e8c8ab7d44ae
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x827e2244086565CF8fd7039eB12EB855F56Ef167,0xdAC17F958D2ee523a2206206994597C13D831ec7,8000000000,7200000,0,14267386,0x1402d0b41f67ef2dea94d96b45b275c5e65ab8dbe42c6dc03169b06ceaffafdd
0x135896DE8421be2ec868E0b811006171D9df802A,0xD5c66bb825cf398D2B2035dCd8CDd102D9704f1c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,35000000000,31500000,0,14267390,0x7f17c360a53c7b36086c245d45858fcca59ab4bb61cb0502051c235a6b1f0e7c
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x913F81a199AfddBa17deD415083f0AFD10E057dB,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,20115560329,18104004,0,14267414,0x08c06089907b79ea2de05789a627726523e70916643b6bcbebe5c3305ce2cc16
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x99d87f1486D8B2232BbF15cc5EAC44f0434755C4,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2838265753,2554439,0,14267455,0xa0744a65220a984616db03592e6769bb471ccf3e6c1a352e11391c32e7c6e9f7
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x8935e71B3777Dc3c3F48269b907C67b84627AB4B,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,383612918,345251,0,14267566,0x6add5088216c3e7dbe4aa824f92cb65ec7e67e9d988fa1173955826bafbe8890
0x498E84899558545a0f6d4036BdB3a3842Cf9b6D0,0x498E84899558545a0f6d4036BdB3a3842Cf9b6D0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,515374755852,463837280,0,14267648,0x7679181b65e54e5ca7b21fb597a9cdee6ca731c5492aea471f8badfca7519456
0x498E84899558545a0f6d4036BdB3a3842Cf9b6D0,0x498E84899558545a0f6d4036BdB3a3842Cf9b6D0,0x6B175474E89094C44Da98b954EedeAC495271d0F,119749298095703124999935,107774368286132812499,0,14267652,0x68b059a222eed5d1a7424077e5e5650409c50323dae9624c5168d69ea97294ce
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0xc09d86f59d25E24DF5D6168fE11bE9145D9aF709,0x6B175474E89094C44Da98b954EedeAC495271d0F,24656231604955404219735,22190608444459863797,64,14267669,0x61ea364ce86fc66ba96fe2eedd830c20bfaba31f40318db275d95faddfe48602
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0x2D4e1aebF7cE679F8662f8f4c291C2955C3E5264,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,53572137418813043752,48214923676931739,64,14267729,0x034550f68e86bcdcfddb519d15acd838e37b38dbc177d6895b8908af3229a03d
0x135896DE8421be2ec868E0b811006171D9df802A,0xc30752d63a73a1Ba5848C75BF185ecC05C7990B5,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,24300000000,21870000,0,14267855,0x2b6c30bb3de01a0b795bd9a52e1d9344a621eb28f6c83050af545eb4d4216c8c
0x135896DE8421be2ec868E0b811006171D9df802A,0xc30752d63a73a1Ba5848C75BF185ecC05C7990B5,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,24300000000,21870000,0,14267859,0xb007d1ba389e0975193a66cc4a22d693f4f95f68cd7d901cf3e3072bb7ad7afe
0x135896DE8421be2ec868E0b811006171D9df802A,0xD4DA8c61465B8e840229eB87fAFD26573A4a20bA,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,15000000,13500,0,14267859,0x200fbe2b8cd281ff94c0813227ac2293a2d4e896551f5a9379a27b9b1a358cf6
0x135896DE8421be2ec868E0b811006171D9df802A,0x77578E7b32Db07bcDd64e5F97D5f7a6045D87564,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,310000000000000000000,279000000000000000,0,14267958,0x8372fd30e18c1d859cdc6ef7a47fcfc26bf1565dc02289aa2480d9d90c74c4ff
0x135896DE8421be2ec868E0b811006171D9df802A,0xc30752d63a73a1Ba5848C75BF185ecC05C7990B5,0x514910771AF9Ca656af840dff83E8264EcF986CA,2080000000000000000000,1872000000000000000,0,14267958,0x20194fe6b4aab5ff9183f09cfa55ea38e0899d7b027e0602a653285445e8e45f
0x135896DE8421be2ec868E0b811006171D9df802A,0x21C4D1728c38157F02884A7f3921FABD532c91Ea,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,120000000000000000000,108000000000000000,0,14267988,0x9d86443c15289f9847c6a60b920a93bcbdc36f5b0c6b927f622b307d8c0d8b4b
0x135896DE8421be2ec868E0b811006171D9df802A,0x36f7804249182037335D41eebB462EEFB30dC96A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,13000000000000000000,11700000000000000,0,14268036,0x30e5bc86f0438a748ce04871a01623aa75ba7dc6abcc7d96b7c44341cc31605a
0x135896DE8421be2ec868E0b811006171D9df802A,0x608d24e5EB8E7c9E274E14f73f161Db0276926c3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,53000000000000000000,47700000000000000,0,14268068,0x37f745ed0737cb4ac5aedb23e0f478968e61684559a54503607f770a80e1a2e8
0x135896DE8421be2ec868E0b811006171D9df802A,0x0a6077c72E2D68d820906BA577783De7654fca54,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,459000000000000000000,413100000000000000,0,14268086,0x85130280b966970e664a9faf3aab2d537fcb3b480aefb56964ca7d84e60db8f6
0x135896DE8421be2ec868E0b811006171D9df802A,0x22416Df834FA69a57f366BDecc42B21eb38e5D2e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,307000000000000000000,276300000000000000,0,14268108,0x3c0751cf300bd86baa3f3d6e2237f2b19049f651e6097764f66596cf0f3e7cc6
0x135896DE8421be2ec868E0b811006171D9df802A,0xa0a09Ea9Cc8dEFdF84aCeb1Ff9E77287fdE76FB6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,280000000000000000000,252000000000000000,0,14268125,0x020eaabef51c7c56d093c00866c7d4a95929ce4275ff8c0af5f0f33912f4a95d
0x135896DE8421be2ec868E0b811006171D9df802A,0x294900e9ded8D18433491bE59C8d4d64392C14eC,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,40000000000000000000,36000000000000000,0,14268139,0x2078f57486fef08bb790d35ad13cb37890dd50ec6e7a5b049eb81024132015a3
0x135896DE8421be2ec868E0b811006171D9df802A,0x5b3fD6Ab888291E33b4775d6168c9845e093235E,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,149000000000000000000,134100000000000000,0,14268146,0x1dba3c7381ac9b6737eb1f1ef6e260044832295b91f059d294b155cbb14a8184
0x689209519e78947d52b862748E059fAd1238D689,0x689209519e78947d52b862748E059fAd1238D689,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2330674614,2097607,0,14268249,0x1a2ddd7797bdd4344c638cbe12617e0ec7ee7b73a66334f4913b578ff2de25cb
0x135896DE8421be2ec868E0b811006171D9df802A,0xf7463e7335033586683Ac1f3DF3080a0B38BaBe9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,28472901071137980000,25625610964024182,0,14268301,0xb1a791548a28d9e587dc5edb66646a8b91bd7bec8ab13799318bc6b55163c058
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xf1B208841F1fF8E80d51331d2B714C916eD460F9,0xdAC17F958D2ee523a2206206994597C13D831ec7,18500000000,16650000,0,14268442,0x9d85ead1023f4f8bbe33dcb537fc97222c3545000672dd62e6d4de583c81da6d
0x135896DE8421be2ec868E0b811006171D9df802A,0xc059173426fA84caEc933A9759dBda698651684A,0x0F5D2fB29fb7d3CFeE444a200298f468908cC942,6509749238745811000000,5858774314871229900,0,14268545,0x17287cbc5c194c901b8e97b84bf01d83790328d88b7afee16ac7f1cefc5b82a2
0x7c0d3Cf3982142EDA2B992e9F912Ac4dEa662258,0xc09d86f59d25E24DF5D6168fE11bE9145D9aF709,0x6B175474E89094C44Da98b954EedeAC495271d0F,39335367042593304219104,35401830338333973797,64,14268620,0x4422ef7835a1f82e7068347f160fea82c1c9fda6d29b676d78623e9dbd7c0973
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0xc557f40A556A0e7ECA4c7A81C49BB2f21d3b4CbC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,17000000000,15300000,0,14268760,0xd6bc9de4da1888131d97f3fe1f37f2822286dc87abe7a9a6a8cd39549f734bbe
0x498c5431EB517101582988fBb36431DdaaC8F4B1,0x09b88A5226A88c725e3A2531FC44ad3FBe201f96,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,34553817965938310000,31098436169344479,0,14268769,0x89d52b8aae55b9ffe07492d56090b951590a63467e961a502b254b20f5abe805
0x8adE2816339700fde684e11c4c578123B3A8f765,0x8adE2816339700fde684e11c4c578123B3A8f765,0xdAC17F958D2ee523a2206206994597C13D831ec7,7661269853,6895142,0,14268771,0xcc5fe65a35b147251a73fe73e8207ef768969642163a52000e67a1d0566a5f30
0x689209519e78947d52b862748E059fAd1238D689,0x689209519e78947d52b862748E059fAd1238D689,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,406546429,365891,0,14268994,0x3e8759826a7a2307382d93de49ade727937613f6820a386442a4e255dd020302
0x135896DE8421be2ec868E0b811006171D9df802A,0x1fbF4789Ac39De79936cCC29FA6789Db6848a275,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,33000000000000000000,29700000000000000,0,14269160,0x755590eafb78ec75b65929cd7ac40c0b23750c32e9a5811dac61ad79ca65ec72
0x135896DE8421be2ec868E0b811006171D9df802A,0xEf303085373a0c02Fd210ed204AdEf96a4eE1cE5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2702154383125816600,2431938944813234,0,14269176,0xd034467cc102ffe9e81b7aa78881b7031b54c5b93b0b97944b908139adc99615
0x689209519e78947d52b862748E059fAd1238D689,0x689209519e78947d52b862748E059fAd1238D689,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,599519182395560416,539567264156004,0,14269228,0x85db2894e768d9353c305b9d0adf7970aa08772d8fffe4db95c343a5be7689ed
0x135896DE8421be2ec868E0b811006171D9df802A,0x84Ea629dC0bdE080DBf7A7e335d527D03279C60d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,59000000000000000000,53100000000000000,0,14269240,0xb2201ad0bd8f8127530a068086adec532eb5376a90bd0955e2c71937c76a7280
